student_id,cluster,challenge,epsilon
2021_11_17_13_56_20_882,0,10,0.26
2021_11_24_09_00_16_386,0,10,0.26
2021_11_24_15_50_53_531,0,10,0.26
2021_11_27_10_41_03_092,0,10,0.26
2021_12_01_10_12_35_656,0,10,0.26
2021_12_01_10_21_01_909,0,10,0.26
2021_12_01_13_25_37_891,0,10,0.26
2021_12_01_16_29_39_490,0,10,0.26
2021_12_01_16_41_49_216,0,10,0.26
2021_12_04_10_20_25_948,0,10,0.26
2021_12_04_10_44_27_232,0,10,0.26
2021_12_04_14_20_22_081,0,10,0.26
2021_12_20_10_16_57_165,4,10,0.26
2021_12_04_14_31_24_378,0,10,0.26
2021_12_11_15_32_43_759,5,10,0.26
2021_12_08_11_29_00_240,0,10,0.26
2021_12_08_13_29_18_222,6,10,0.26
2021_12_08_13_55_26_645,0,10,0.26
2021_12_09_17_01_18_797,0,10,0.26
2021_12_09_17_07_38_312,0,10,0.26
2021_12_11_10_18_22_829,0,10,0.26
2021_12_11_10_19_16_930,7,10,0.26
2021_12_11_14_30_53_095,0,10,0.26
2021_10_20_09_22_12_447,0,10,0.34
2021_10_20_09_22_12_447,0,10,0.34
2021_11_09_14_20_56_267,1,10,0.34
2021_11_17_09_51_36_409,2,10,0.34
2021_12_04_10_20_25_948,0,10,0.34
2021_10_22_13_30_09_623,0,10,0.34
2021_10_22_13_51_48_799,0,10,0.34
2021_10_23_09_20_21_091,0,10,0.34
2021_10_23_09_44_57_770,0,10,0.34
2021_10_26_09_51_59_531,0,10,0.34
2021_10_26_13_22_32_997,0,10,0.34
2021_10_27_08_21_35_425,0,10,0.34
2021_10_27_08_45_55_451,0,10,0.34
2021_10_27_09_27_49_698,0,10,0.34
2021_10_27_14_48_52_645,0,10,0.34
2021_10_27_14_54_42_166,0,10,0.34
2021_10_28_13_51_33_996,0,10,0.34
2021_10_28_16_29_28_421,0,10,0.34
2021_10_29_09_12_19_324,0,10,0.34
2021_10_29_14_12_10_952,0,10,0.34
2021_10_29_14_23_11_968,0,10,0.34
2021_10_30_13_06_07_423,0,10,0.34
2021_11_02_09_14_51_688,0,10,0.34
2021_11_04_08_56_37_426,0,10,0.34
2021_11_04_10_09_46_391,0,10,0.34
2021_11_04_10_46_28_144,0,10,0.34
2021_11_04_11_27_52_621,0,10,0.34
2021_11_06_09_16_45_769,3,10,0.34
2021_11_06_10_08_23_631,0,10,0.34
2021_11_06_11_13_21_649,0,10,0.34
2021_11_06_14_01_49_882,0,10,0.34
2021_11_06_14_32_12_409,0,10,0.34
2021_11_09_14_20_56_267,1,10,0.34
2021_11_10_13_30_25_215,0,10,0.34
2021_11_10_15_29_28_655,0,10,0.34
2021_11_12_13_28_17_577,0,10,0.34
2021_11_17_09_51_36_409,2,10,0.34
2021_11_17_13_56_20_882,0,10,0.34
2021_11_24_09_00_16_386,0,10,0.34
2021_11_24_15_50_53_531,0,10,0.34
2021_11_27_10_41_03_092,0,10,0.34
2021_12_01_10_12_35_656,0,10,0.34
2021_12_01_10_21_01_909,0,10,0.34
2021_12_01_13_25_37_891,0,10,0.34
2021_12_01_16_29_39_490,0,10,0.34
2021_12_01_16_41_49_216,0,10,0.34
2021_12_04_10_20_25_948,0,10,0.34
2021_12_04_10_44_27_232,0,10,0.34
2021_12_04_14_20_22_081,0,10,0.34
2021_12_20_10_16_57_165,4,10,0.34
2021_12_04_14_31_24_378,0,10,0.34
2021_12_11_15_32_43_759,5,10,0.34
2021_12_08_11_29_00_240,0,10,0.34
2021_12_08_13_29_18_222,6,10,0.34
2021_12_08_13_55_26_645,0,10,0.34
2021_12_09_17_01_18_797,0,10,0.34
2021_12_09_17_07_38_312,0,10,0.34
2021_12_11_10_18_22_829,0,10,0.34
2021_12_11_10_19_16_930,7,10,0.34
2021_12_11_14_30_53_095,0,10,0.34
